i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
37056,Addis,LA,Baton Rouge,West Baton Rouge Parish,12547,84544.44444,92090.90909,105850,120075,131350,137308.3333,141800,147075,150033.3333,149433.3333,158266.6667,166725,168858.3333,170000,171341.6667,174350,173391.6667,176316.6667,180600,189408.3333,198345.4545,202350,207250,209900
46964,Pall Mall,TN,,Pickett County,12548,0,0,0,0,0,0,0,0,0,54600,49583.33333,54875,58166.66667,57566.66667,51508.33333,52400,51683.33333,54700,55125,54733.33333,59327.27273,66783.33333,81150,87650
57134,Woodway,WA,Seattle-Tacoma-Bellevue,Snohomish County,12549,532311.1111,547718.1818,579208.3333,631700,680425,722116.6667,760991.6667,793066.6667,845158.3333,967700,1130858.333,1208708.333,1133366.667,1007083.333,924241.6667,815141.6667,823741.6667,925400,1023291.667,1101258.333,1229554.545,1373133.333,1473150,1487475
25149,Hoisington,KS,Great Bend,Barton County,12550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58683.33333,58500,56941.66667,63700,65600
30094,Bath Springs,TN,,Decatur County,12551,25200,29163.63636,35591.66667,40325,42225,42141.66667,42258.33333,43533.33333,48308.33333,53408.33333,56508.33333,58416.66667,61666.66667,71208.33333,70008.33333,65350,65283.33333,70341.66667,73183.33333,79608.33333,83263.63636,85358.33333,98841.66667,104662.5
24409,Dora,AL,Birmingham-Hoover,Walker County,12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61033.33333,47625,44291.66667,43875,48366.66667,47991.66667,50863.63636,51475,55675,60512.5
29218,Lone Pine,CA,,Inyo County,12553,0,0,0,0,0,0,0,143066.6667,172450,191216.6667,216616.6667,234083.3333,203600,173033.3333,161741.6667,145533.3333,134741.6667,144241.6667,163241.6667,177241.6667,193436.3636,205416.6667,225016.6667,235062.5
31864,Greenville,VA,Staunton-Waynesboro,Augusta County,12554,77177.77778,82209.09091,90000,96508.33333,104058.3333,113933.3333,124066.6667,133225,136475,152316.6667,178483.3333,180875,174633.3333,161616.6667,157641.6667,152358.3333,152683.3333,157850,158175,161450,165000,169058.3333,173050,178975
40136,Ogden Dunes,IN,Chicago-Naperville-Elgin,Porter County,12555,190944.4444,179654.5455,172658.3333,177458.3333,190758.3333,193291.6667,188150,192208.3333,211900,253416.6667,294783.3333,323841.6667,365850,404241.6667,322675,304866.6667,281758.3333,270566.6667,265808.3333,274891.6667,293972.7273,304366.6667,335350,338300
41282,Trimont,MN,Fairmont,Martin County,12556,33422.22222,38118.18182,44400,47466.66667,47466.66667,49316.66667,51433.33333,53725,56133.33333,62708.33333,57091.66667,61150,56825,56950,54700,50841.66667,52258.33333,51433.33333,54208.33333,57658.33333,62963.63636,67625,74775,79662.5
11819,Harrison,ID,Coeur d'Alene,Kootenai County,12557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413500,429545.4545,443450,475983.3333,499950
27281,Stoddard,NH,Keene,Cheshire County,12558,82244.44444,80700,86208.33333,93391.66667,103316.6667,117691.6667,135325,156891.6667,171641.6667,197583.3333,205908.3333,205783.3333,198433.3333,185683.3333,179450,171150,175525,175933.3333,183858.3333,184166.6667,189154.5455,199125,220633.3333,236612.5
237226,Roman Forest,TX,Houston-The Woodlands-Sugar Land,Montgomery County,12559,109411.1111,107290.9091,111791.6667,119833.3333,123333.3333,122291.6667,118366.6667,118725,135841.6667,146241.6667,152341.6667,163125,164475,161633.3333,158508.3333,146908.3333,153825,150108.3333,164483.3333,174791.6667,193290.9091,203450,228116.6667,235637.5
4555,Elkins,AR,Fayetteville-Springdale-Rogers,Washington County,12560,65844.44444,66563.63636,69183.33333,69875,74233.33333,81583.33333,90666.66667,96258.33333,105041.6667,116283.3333,126683.3333,129066.6667,123191.6667,115800,115608.3333,102908.3333,100708.3333,107866.6667,102883.3333,112608.3333,122190.9091,127175,136825,142825
19537,Nashotah,WI,Milwaukee-Waukesha-West Allis,Waukesha County,12561,158800,172381.8182,190916.6667,211750,223600,235891.6667,263675,290491.6667,310700,330866.6667,331625,334158.3333,322775,311725,299816.6667,297325,293483.3333,303125,304566.6667,325800,333063.6364,350433.3333,367508.3333,378700
214067,Oakland,PA,New Castle,Lawrence County,12562,52722.22222,55936.36364,57900,60358.33333,62275,60400,63241.66667,73183.33333,61883.33333,56600,59991.66667,60483.33333,60666.66667,58616.66667,58491.66667,56200,57216.66667,56783.33333,55675,56108.33333,55190.90909,56541.66667,55750,53187.5
397088,Elsinboro,NJ,Philadelphia-Camden-Wilmington,Salem County,12563,85177.77778,84127.27273,86883.33333,93966.66667,98266.66667,99625,105041.6667,116866.6667,128341.6667,150275,169933.3333,170808.3333,165125,151158.3333,148916.6667,140050,136558.3333,139258.3333,138466.6667,139875,136890.9091,136850,141616.6667,130775
397252,Caroga,NY,Gloversville,Fulton County,12564,42377.77778,42590.90909,41508.33333,39000,40791.66667,46066.66667,51141.66667,56950,64025,74258.33333,76791.66667,82583.33333,82191.66667,85808.33333,86250,87116.66667,88925,88441.66667,90391.66667,95591.66667,105509.0909,109766.6667,125616.6667,135112.5
34785,Weston,OR,Hermiston-Pendleton,Umatilla County,12565,0,0,0,0,0,0,0,122166.6667,96608.33333,92933.33333,106333.3333,114875,116016.6667,113925,112383.3333,110700,114941.6667,117650,122941.6667,125041.6667,127754.5455,133475,142675,154337.5
12234,La Crosse,KS,,Rush County,12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65260,64116.66667,61608.33333,59775,56883.33333,57616.66667,58890.90909,59458.33333,56150,53112.5
57168,Dugspur,VA,,Carroll County,12567,0,0,0,0,0,0,0,0,0,0,70716.66667,78058.33333,87975,86608.33333,83525,77991.66667,72141.66667,72266.66667,75733.33333,73583.33333,73809.09091,75958.33333,80241.66667,83362.5
11937,Holden Beach,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,12568,0,0,0,0,0,0,0,0,387150,567883.3333,660733.3333,620166.6667,547925,443416.6667,397091.6667,373316.6667,344958.3333,345441.6667,364116.6667,370358.3333,372245.4545,386933.3333,424658.3333,431912.5
395529,Andes,NY,,Delaware County,12569,70566.66667,74827.27273,81408.33333,85600,88750,93058.33333,104050,122616.6667,151258.3333,179641.6667,200216.6667,200733.3333,204208.3333,191983.3333,195700,192008.3333,177091.6667,176416.6667,179433.3333,177983.3333,187218.1818,193325,204633.3333,204725
7242,Star City,IN,,Pulaski County,12570,41644.44444,43954.54545,47425,53533.33333,58708.33333,62750,66850,69341.66667,71550,80883.33333,83116.66667,80866.66667,79225,74391.66667,74341.66667,71333.33333,69816.66667,67375,68400,72583.33333,75545.45455,76741.66667,89266.66667,89462.5
25985,Morrill,NE,Scottsbluff,Scotts Bluff County,12571,0,0,0,0,0,0,0,0,0,65883.33333,60241.66667,66583.33333,60433.33333,65025,66975,59925,60125,60933.33333,63508.33333,67266.66667,72709.09091,74516.66667,79450,86175
23188,Chesterfield,IN,Indianapolis-Carmel-Anderson,Madison County,12572,43111.11111,47909.09091,51675,53391.66667,54816.66667,56633.33333,58350,58983.33333,59841.66667,73450,76641.66667,75791.66667,72525,62825,62950,61975,58883.33333,59950,56091.66667,54133.33333,51518.18182,61008.33333,67241.66667,69887.5
211770,Houserville,PA,State College,Centre County,12573,51855.55556,59718.18182,73225,86208.33333,105483.3333,117241.6667,120216.6667,126391.6667,140691.6667,154341.6667,167766.6667,169916.6667,169625,171033.3333,175383.3333,171383.3333,178925,179716.6667,182575,184175,194745.4545,208183.3333,217075,223825
21877,Elk Rapids,MI,,Antrim County,12574,0,0,0,0,0,0,0,260433.3333,206308.3333,229425,222141.6667,191275,191533.3333,186641.6667,182391.6667,162325,179850,190908.3333,199408.3333,213350,231772.7273,245783.3333,240141.6667,241250
44865,Darwin,MN,,Meeker County,12575,90122.22222,93700,99558.33333,112750,126625,139658.3333,151566.6667,159766.6667,157875,187725,211566.6667,169816.6667,151375,153616.6667,155141.6667,142450,160958.3333,171875,170991.6667,172450,183063.6364,197483.3333,214016.6667,216275
32113,Humboldt,SD,Sioux Falls,Minnehaha County,12576,0,0,0,0,0,0,0,115233.3333,128291.6667,131041.6667,133975,135058.3333,136841.6667,135533.3333,135100,130316.6667,131308.3333,143466.6667,149683.3333,160725,171727.2727,189641.6667,200675,213950
44505,Cedar Point,NC,Morehead City,Carteret County,12577,136211.1111,150927.2727,168450,174525,179725,185975,179366.6667,185516.6667,215025,276266.6667,367875,359350,342608.3333,322266.6667,288783.3333,266166.6667,260425,259325,262525,261300,275354.5455,280700,311925,321362.5
34510,Utica,OH,Columbus,Licking County,12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149116.6667,123316.6667,96709.09091,100550,104800,115625
396683,Weissport East,PA,Allentown-Bethlehem-Easton,Carbon County,12579,55100,56627.27273,58225,58991.66667,62908.33333,69758.33333,78733.33333,87375,102366.6667,127791.6667,139291.6667,150166.6667,145958.3333,141058.3333,135525,126916.6667,123516.6667,123483.3333,124425,122041.6667,125409.0909,126975,135316.6667,140987.5
20476,Shoemakersville,PA,Reading,Berks County,12580,81177.77778,76345.45455,75033.33333,76633.33333,78216.66667,80425,83566.66667,89433.33333,95508.33333,110875,122458.3333,128883.3333,125725,122141.6667,119766.6667,115716.6667,115100,116200,114650,113083.3333,114354.5455,120216.6667,134191.6667,137237.5
18308,Glidden,WI,,Ashland County,12581,72855.55556,72027.27273,71541.66667,75650,78633.33333,79575,84883.33333,90008.33333,82933.33333,71000,68275,70891.66667,70025,68208.33333,65216.66667,62533.33333,61133.33333,58808.33333,60608.33333,58150,59827.27273,60658.33333,61141.66667,70987.5
4692,Farmersville,TX,Dallas-Fort Worth-Arlington,Collin County,12582,70900,75354.54545,78666.66667,84016.66667,87566.66667,87433.33333,87800,86750,94691.66667,99450,99475,101266.6667,100400,97325,94658.33333,94008.33333,96708.33333,103891.6667,109833.3333,101566.6667,130118.1818,159941.6667,163991.6667,164325
8083,Bingham Farms,MI,Detroit-Warren-Dearborn,Oakland County,12583,297255.5556,304445.4545,320575,346925,382941.6667,407766.6667,409883.3333,408583.3333,418575,435283.3333,430691.6667,389600,329341.6667,261841.6667,235858.3333,244733.3333,272283.3333,322933.3333,356633.3333,376633.3333,387854.5455,401841.6667,415158.3333,431250
16251,Friendship,ME,,Knox County,12584,90111.11111,88090.90909,80066.66667,75358.33333,85083.33333,98125,105783.3333,140508.3333,159358.3333,203033.3333,180850,206216.6667,227625,217716.6667,209658.3333,200791.6667,202716.6667,208041.6667,208583.3333,189391.6667,187045.4545,197050,214091.6667,225200
16824,Asotin,WA,Lewiston,Asotin County,12585,114633.3333,111300,109775,112316.6667,113525,113908.3333,121533.3333,139375,133783.3333,160325,172900,184816.6667,180908.3333,171300,167483.3333,157150,158308.3333,163716.6667,170241.6667,179166.6667,198545.4545,216941.6667,228208.3333,236737.5
52448,Hawkeye,IA,,Fayette County,12586,42166.66667,46736.36364,52058.33333,55891.66667,57841.66667,59300,60666.66667,63216.66667,68750,70908.33333,67416.66667,67616.66667,77358.33333,79908.33333,81866.66667,79775,81033.33333,80541.66667,82950,87133.33333,91645.45455,95300,110841.6667,114900
216197,Susquehanna Trails,PA,York-Hanover,York County,12587,86755.55556,87945.45455,92975,98858.33333,102566.6667,107325,118316.6667,128916.6667,140308.3333,159858.3333,183875,192925,183833.3333,172800,157241.6667,154958.3333,140141.6667,139333.3333,145541.6667,147991.6667,157390.9091,163966.6667,172141.6667,176450
11849,Head of the Harbor,NY,New York-Newark-Jersey City,Suffolk County,12588,323722.2222,326318.1818,367166.6667,425466.6667,494300,589108.3333,716250,840266.6667,955200,1113983.333,1242783.333,1175825,994416.6667,900841.6667,771233.3333,691491.6667,701033.3333,701933.3333,703433.3333,722066.6667,699863.6364,667025,716616.6667,773512.5
28145,Dearborn,MO,Kansas City,Platte County,12589,93666.66667,102336.3636,112391.6667,116758.3333,119716.6667,125975,133408.3333,142825,145658.3333,146591.6667,153550,153100,149191.6667,143183.3333,139891.6667,136091.6667,136316.6667,136408.3333,143291.6667,149233.3333,160536.3636,165441.6667,170233.3333,169662.5
397033,Dyberry,PA,,Wayne County,12590,89411.11111,86818.18182,84900,84058.33333,87058.33333,93508.33333,100500,108425,126866.6667,162600,180825,181275,189125,170775,165566.6667,154825,154683.3333,161075,162100,167566.6667,165027.2727,176383.3333,177566.6667,189250
41809,Yates City,IL,Galesburg,Knox County,12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77366.66667,77050,75475,77136.36364,77308.33333,78433.33333,82012.5
396614,Plainview,TN,Knoxville,Union County,12592,63555.55556,70472.72727,75300,77466.66667,78241.66667,80983.33333,84391.66667,88333.33333,94766.66667,97441.66667,110458.3333,122208.3333,120900,114583.3333,109125,109075,108350,110166.6667,116758.3333,120758.3333,126790.9091,129283.3333,134366.6667,144162.5
20365,Sardis City,AL,Gadsden,Etowah County,12593,75522.22222,74590.90909,70083.33333,65050,67933.33333,74433.33333,81550,90391.66667,95208.33333,110525,129133.3333,119825,126275,119283.3333,118933.3333,103416.6667,107825,105016.6667,104541.6667,105283.3333,118418.1818,118366.6667,126391.6667,125637.5
42627,Painted Post,NY,Corning,Steuben County,12594,73388.88889,73027.27273,72358.33333,71866.66667,74958.33333,77066.66667,73008.33333,78233.33333,85475,83583.33333,81350,89100,83975,89641.66667,91641.66667,92725,96900,100091.6667,102258.3333,106475,111209.0909,119150,118475,121812.5
48704,Crainville,IL,Carbondale-Marion,Williamson County,12595,56166.66667,58754.54545,62908.33333,67091.66667,69475,70233.33333,69766.66667,70550,80583.33333,104600,111483.3333,104850,113016.6667,104016.6667,102050,87416.66667,84425,85800,84258.33333,87958.33333,97418.18182,104100,111816.6667,114487.5
396811,Taghkanic,NY,Hudson,Columbia County,12596,109322.2222,106018.1818,111083.3333,118833.3333,125050,132958.3333,148658.3333,173116.6667,212650,252441.6667,274975,273958.3333,263066.6667,255591.6667,254941.6667,245325,241541.6667,247850,247141.6667,253625,264881.8182,280533.3333,285483.3333,291225
152739,New Llano,LA,Fort Polk South,Vernon Parish,12597,48044.44444,50445.45455,51308.33333,52233.33333,53950,55358.33333,56416.66667,60066.66667,64200,65025,69216.66667,65116.66667,65950,67225,68825,67658.33333,70216.66667,72750,74433.33333,77066.66667,80481.81818,85200,88766.66667,83675
29808,Tallapoosa,GA,Atlanta-Sandy Springs-Roswell,Haralson County,12598,54277.77778,56972.72727,61591.66667,66475,71133.33333,75325,77725,81958.33333,88633.33333,91633.33333,92500,97625,95116.66667,88700,77858.33333,65883.33333,69016.66667,73391.66667,76833.33333,78966.66667,80354.54545,84108.33333,90675,99225
5386,Keene,NY,,Essex County,12599,96066.66667,91518.18182,96075,102491.6667,113075,124666.6667,136358.3333,157733.3333,185166.6667,228433.3333,257225,269683.3333,270808.3333,262383.3333,263116.6667,247650,246000,258008.3333,264758.3333,260700,265645.4545,280750,292491.6667,301912.5
41198,Temple,NH,Manchester-Nashua,Hillsborough County,12600,124788.8889,125245.4545,129650,139550,156050,182916.6667,212133.3333,241408.3333,261550,274808.3333,280325,272208.3333,264533.3333,234333.3333,224366.6667,201525,186750,207283.3333,216466.6667,224183.3333,240400,254816.6667,265958.3333,280375
52856,Lake Isabella,MI,Mount Pleasant,Isabella County,12601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185533.3333,184000,195809.0909,211483.3333,209091.6667,195637.5
216627,Valley View,PA,Pottsville,Schuylkill County,12602,56200,57072.72727,58983.33333,59566.66667,61400,65191.66667,67941.66667,71458.33333,79258.33333,80658.33333,86883.33333,94358.33333,97541.66667,94866.66667,95650,90875,88975,92825,98425,100775,93900,103425,102916.6667,103950
4106,Clarks Green,PA,Scranton--Wilkes-Barre--Hazleton,Lackawanna County,12603,0,0,0,0,0,0,0,0,0,166483.3333,181108.3333,188183.3333,185725,172033.3333,181641.6667,174033.3333,177925,183875,182766.6667,186166.6667,193381.8182,182241.6667,200766.6667,208312.5
44639,Cleveland,MN,Minneapolis-St. Paul-Bloomington,Le Sueur County,12604,93288.88889,96554.54545,104541.6667,119808.3333,131883.3333,139141.6667,151691.6667,174250,180083.3333,175425,181191.6667,189783.3333,162841.6667,141691.6667,138333.3333,139641.6667,145625,152308.3333,161808.3333,169300,183063.6364,196075,215391.6667,227075
9422,Tonka Bay,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,12605,231177.7778,235918.1818,250475,278583.3333,327091.6667,377791.6667,421233.3333,456708.3333,522775,561491.6667,612833.3333,621583.3333,566775,513725,467950,440516.6667,444200,467050,490650,513308.3333,568354.5455,571366.6667,626675,646962.5
25593,Lima,PA,Philadelphia-Camden-Wilmington,Delaware County,12606,162988.8889,163518.1818,167291.6667,175591.6667,184150,195483.3333,218691.6667,244625,271683.3333,310450,328808.3333,331200,326116.6667,309883.3333,317458.3333,283750,277233.3333,300883.3333,317283.3333,316583.3333,327990.9091,358691.6667,368366.6667,377787.5
38980,Hidden Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,12607,842166.6667,882090.9091,933375,1096658.333,1314491.667,1503258.333,1676933.333,1878258.333,2175283.333,2446350,2559575,2469300,2195633.333,1989641.667,1963991.667,1799908.333,1884908.333,2138325,2425583.333,2597116.667,2745990.909,2994358.333,3240741.667,3298825
45428,Gifford,IL,Champaign-Urbana,Champaign County,12608,52811.11111,58018.18182,65675,72100,77125,82058.33333,89408.33333,91891.66667,94466.66667,95725,104241.6667,109508.3333,110116.6667,98625,105308.3333,104383.3333,103383.3333,104416.6667,100391.6667,99966.66667,105609.0909,109633.3333,118858.3333,124025
25385,Kernville,CA,Bakersfield,Kern County,12609,86044.44444,81654.54545,84616.66667,92525,100016.6667,104775,112483.3333,143250,171600,218725,237341.6667,235841.6667,207925,188883.3333,173133.3333,161325,169391.6667,157875,166641.6667,172700,168800,174858.3333,206291.6667,213450
398471,Rockland,PA,Reading,Berks County,12610,139911.1111,135890.9091,134208.3333,138016.6667,142933.3333,147783.3333,158725,177316.6667,198916.6667,227575,251358.3333,254608.3333,241133.3333,231158.3333,220475,212975,206866.6667,207800,214441.6667,219866.6667,226690.9091,234208.3333,241341.6667,248675
