i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
26898,Saint Albans,WV,Charleston,Kanawha County,5324,60233.33333,62727.27273,67816.66667,69941.66667,71150,73541.66667,72875,75133.33333,77591.66667,80416.66667,81833.33333,82800,84616.66667,87425,85766.66667,83183.33333,85333.33333,87425,86833.33333,88608.33333,92718.18182,98100,95616.66667,96175
26999,Scotchtown,NY,New York-Newark-Jersey City,Orange County,5325,122322.2222,121118.1818,122391.6667,126533.3333,136808.3333,154125,180708.3333,216116.6667,251725,289583.3333,299583.3333,292858.3333,270133.3333,243208.3333,231541.6667,222700,203883.3333,208000,209366.6667,208100,212245.4545,211566.6667,226466.6667,246137.5
398305,Lower Windsor,PA,York-Hanover,York County,5326,91433.33333,94436.36364,97475,101633.3333,106683.3333,111933.3333,117183.3333,124241.6667,134583.3333,154041.6667,175650,182808.3333,176650,166308.3333,166408.3333,155758.3333,148158.3333,147025,144691.6667,150475,159354.5455,167741.6667,181716.6667,184687.5
4355,Des Peres,MO,St. Louis,Saint Louis County,5327,210166.6667,226045.4545,244233.3333,256783.3333,272008.3333,293950,311491.6667,328875,352575,365250,370566.6667,371708.3333,365183.3333,348475,343875,345875,342383.3333,353275,367250,383741.6667,400181.8182,435116.6667,449175,439412.5
395695,Neshannock,PA,New Castle,Lawrence County,5328,0,0,0,0,0,0,0,160566.6667,143733.3333,149600,159983.3333,160108.3333,156758.3333,153408.3333,152966.6667,146341.6667,148883.3333,147900,148200,156108.3333,152581.8182,157558.3333,164350,168100
39257,Kingsland,TX,,Llano County,5329,120888.8889,122118.1818,125225,129683.3333,132283.3333,131591.6667,132300,135291.6667,142583.3333,146875,155150,172650,174441.6667,173200,171700,169675,172708.3333,179791.6667,190325,200958.3333,215572.7273,224691.6667,244591.6667,255425
20193,River Oaks,TX,Dallas-Fort Worth-Arlington,Tarrant County,5330,54444.44444,55918.18182,57100,58391.66667,59966.66667,61783.33333,63108.33333,66141.66667,74166.66667,74983.33333,80408.33333,84566.66667,79066.66667,73033.33333,73191.66667,70491.66667,66258.33333,68941.66667,72866.66667,77566.66667,86281.81818,106141.6667,134641.6667,144950
32693,Marcy,NY,Utica-Rome,Oneida County,5331,81411.11111,82763.63636,84975,86500,87125,90891.66667,97725,110016.6667,124408.3333,129058.3333,130116.6667,141791.6667,144500,140300,136333.3333,133058.3333,138683.3333,137775,134858.3333,139308.3333,145800,146866.6667,155283.3333,169962.5
398746,Algoma,WI,Oshkosh-Neenah,Winnebago County,5332,120666.6667,119090.9091,123241.6667,130500,139775,151233.3333,165008.3333,172700,170458.3333,166683.3333,172858.3333,178258.3333,179858.3333,175366.6667,173833.3333,165775,171283.3333,170275,173166.6667,182241.6667,189290.9091,198366.6667,215433.3333,224800
37853,Chesapeake,OH,Huntington-Ashland,Lawrence County,5333,48600,50036.36364,52941.66667,57641.66667,63158.33333,67625,71083.33333,72583.33333,74841.66667,74100,80025,81141.66667,81641.66667,83200,81625,79758.33333,83616.66667,84333.33333,81716.66667,84216.66667,84354.54545,89991.66667,96758.33333,101875
9058,Mentone,CA,Riverside-San Bernardino-Ontario,San Bernardino County,5334,112177.7778,111454.5455,115750,123933.3333,133083.3333,144658.3333,161508.3333,191025,253750,313841.6667,363941.6667,333883.3333,258441.6667,210600,201291.6667,173466.6667,172916.6667,194650,224750,243350,273372.7273,311608.3333,336600,346137.5
47141,Pittsgrove,NJ,Philadelphia-Camden-Wilmington,Salem County,5335,85888.88889,85136.36364,88833.33333,99166.66667,110500,120225,129991.6667,146375,162125,201800,231925,225125,214908.3333,199900,193533.3333,182383.3333,176066.6667,178366.6667,176575,177208.3333,169081.8182,173925,184675,173525
47540,Saluda,SC,Columbia,Saluda County,5336,40433.33333,44500,51116.66667,57541.66667,62333.33333,65916.66667,66641.66667,66675,72333.33333,81475,86116.66667,69416.66667,66683.33333,61316.66667,61991.66667,60525,59400,58725,61375,64041.66667,66627.27273,72600,75633.33333,77862.5
44438,Captain Cook,HI,Hilo,Hawaii County,5337,154466.6667,165054.5455,160458.3333,162583.3333,174075,191058.3333,204008.3333,248850,347625,466250,518458.3333,486008.3333,434425,345141.6667,320183.3333,277008.3333,284850,308933.3333,350541.6667,364775,405427.2727,461816.6667,484083.3333,486025
207441,Rockcreek,OR,Portland-Vancouver-Hillsboro,Washington County,5338,0,0,0,0,0,0,0,0,0,0,341150,347600,323375,296850,280800,267800,273291.6667,304141.6667,334808.3333,362241.6667,403454.5455,431566.6667,449333.3333,468850
398573,Fairview,PA,York-Hanover,York County,5339,107933.3333,114100,116925,120425,129208.3333,135591.6667,144066.6667,155458.3333,171541.6667,191400,203050,214300,215758.3333,212033.3333,208875,197525,193150,193883.3333,202858.3333,204450,211036.3636,221591.6667,229075,236912.5
35312,Bellville,OH,Mansfield,Richland County,5340,72477.77778,79300,83308.33333,84883.33333,88175,94250,103166.6667,109125,108208.3333,115625,118758.3333,104791.6667,97583.33333,96258.33333,92866.66667,92841.66667,93550,94408.33333,100991.6667,109041.6667,118772.7273,127200,142450,147950
13608,Round Lake,IL,Chicago-Naperville-Elgin,Lake County,5341,150633.3333,138990.9091,151950,163250,173541.6667,181783.3333,191083.3333,201516.6667,216258.3333,227958.3333,240775,241216.6667,213358.3333,177308.3333,166608.3333,150408.3333,141141.6667,144708.3333,155733.3333,160950,174081.8182,183375,189525,196875
45338,Franklin,NH,Concord,Merrimack County,5342,72600,75436.36364,78033.33333,81958.33333,89975,103666.6667,122125,141383.3333,157283.3333,179425,184966.6667,184558.3333,170058.3333,150783.3333,147366.6667,135691.6667,132058.3333,137225,136866.6667,141816.6667,152054.5455,165350,176291.6667,188312.5
39703,Mc Ewen,TN,,Humphreys County,5343,48344.44444,54272.72727,63891.66667,71758.33333,72491.66667,71866.66667,73758.33333,76241.66667,78275,83483.33333,88866.66667,91308.33333,96275,85583.33333,87100,84858.33333,82783.33333,83725,87100,92333.33333,96572.72727,100500,117766.6667,131050
48259,Villa Hills,KY,Cincinnati,Kenton County,5344,139255.5556,142236.3636,148241.6667,154508.3333,159766.6667,166125,172833.3333,176216.6667,180141.6667,185200,186275,189516.6667,186166.6667,181816.6667,185200,178558.3333,180525,181425,182558.3333,190058.3333,217881.8182,221658.3333,240375,249862.5
33102,Newbern,TN,Dyersburg,Dyer County,5345,53411.11111,57654.54545,59400,57741.66667,59391.66667,61558.33333,62816.66667,63466.66667,63433.33333,68541.66667,72975,73208.33333,75366.66667,74058.33333,72916.66667,72275,72200,74516.66667,74966.66667,79075,83318.18182,84416.66667,85725,95000
31512,Fairview,TX,Dallas-Fort Worth-Arlington,Collin County,5346,226566.6667,233436.3636,249450,259175,282625,285958.3333,266275,258516.6667,270350,285558.3333,298266.6667,311091.6667,309441.6667,289383.3333,290708.3333,293450,298616.6667,312233.3333,348116.6667,385750,402463.6364,415266.6667,435283.3333,438625
398297,Pocono,PA,East Stroudsburg,Monroe County,5347,66766.66667,69218.18182,75066.66667,81275,96208.33333,105066.6667,124666.6667,168216.6667,176216.6667,191008.3333,219550,223658.3333,202991.6667,178091.6667,172675,161250,143250,145725,142358.3333,137283.3333,137327.2727,144966.6667,164550,174250
51721,Disputanta,VA,Richmond,Prince George County,5348,106555.5556,108727.2727,112900,116866.6667,123608.3333,133891.6667,146183.3333,151108.3333,145458.3333,180758.3333,207425,209141.6667,203741.6667,176375,173808.3333,170558.3333,173583.3333,173300,176691.6667,180025,189445.4545,196616.6667,205858.3333,216350
41328,Ulysses,KS,,Grant County,5349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94730,93058.33333,92483.33333,96475,99291.66667,104233.3333,110863.6364,118208.3333,118266.6667,113037.5
43912,Apple Creek,OH,Wooster,Wayne County,5350,71511.11111,73854.54545,76658.33333,80775,86000,94150,105808.3333,109200,101958.3333,102775,121108.3333,118558.3333,108983.3333,110083.3333,108866.6667,112125,118616.6667,125000,129800,140133.3333,153509.0909,158841.6667,166558.3333,172987.5
51865,Elbert,CO,Colorado Springs,El Paso County,5351,142433.3333,144172.7273,152866.6667,156158.3333,166350,189225,214341.6667,248400,252150,268025,301741.6667,301425,291783.3333,295175,287116.6667,271350,269500,292325,300416.6667,314300,339490.9091,357966.6667,384583.3333,408125
395869,Conning Towers-Nautilus Park,CT,Norwich-New London,New London County,5352,113888.8889,115200,119691.6667,126558.3333,136183.3333,150141.6667,167508.3333,185950,209741.6667,246858.3333,262100,252008.3333,244458.3333,229658.3333,221725,204316.6667,197325,191933.3333,195683.3333,191300,210900,216625,218783.3333,216375
12524,Manchester,MD,Baltimore-Columbia-Towson,Carroll County,5353,139266.6667,140781.8182,144933.3333,153116.6667,156783.3333,167841.6667,187033.3333,217841.6667,257625,309225,331766.6667,335275,313125,277266.6667,263975,244991.6667,238366.6667,256550,262033.3333,268533.3333,264909.0909,276350,289250,295475
397386,Waterford,NY,Albany-Schenectady-Troy,Saratoga County,5354,93077.77778,93190.90909,92916.66667,95583.33333,100066.6667,105625,112000,127683.3333,141883.3333,165725,178200,186741.6667,185250,181041.6667,180858.3333,179258.3333,179083.3333,177541.6667,182350,190391.6667,200018.1818,206075,204541.6667,206525
33679,Riverdale,CA,Fresno,Fresno County,5355,76488.88889,77572.72727,78808.33333,79883.33333,80575,84325,91741.66667,99183.33333,122558.3333,169150,189475,195666.6667,169508.3333,134491.6667,123091.6667,110500,96116.66667,109766.6667,127750,129350,147045.4545,154658.3333,169783.3333,194975
43816,Abita Springs,LA,New Orleans-Metairie,Saint Tammany Parish,5356,69233.33333,73736.36364,81066.66667,96591.66667,112791.6667,113533.3333,114891.6667,122233.3333,134891.6667,146891.6667,165441.6667,176283.3333,174350,171800,163050,151066.6667,145641.6667,147650,152833.3333,164000,170718.1818,183141.6667,180358.3333,171500
15634,Parkville,MO,Kansas City,Platte County,5357,268033.3333,271163.6364,272633.3333,273916.6667,284300,300883.3333,322725,346700,369150,387100,389583.3333,396000,383583.3333,367133.3333,356000,343400,334141.6667,334150,372466.6667,378950,374036.3636,412933.3333,424650,436212.5
55079,Wellington,CO,Fort Collins,Larimer County,5358,106555.5556,114390.9091,127091.6667,140183.3333,151800,167833.3333,185833.3333,194783.3333,196608.3333,203358.3333,202808.3333,203841.6667,195041.6667,185616.6667,183466.6667,184300,187525,203583.3333,221083.3333,245383.3333,278154.5455,301408.3333,321516.6667,335112.5
15663,Richland,MI,Kalamazoo-Portage,Kalamazoo County,5359,126677.7778,139809.0909,146641.6667,151108.3333,161750,183458.3333,185950,166150,175041.6667,174133.3333,176000,176358.3333,174900,164425,157608.3333,150466.6667,148500,162583.3333,169008.3333,174250,186881.8182,200975,224100,236037.5
26185,North Haledon,NJ,New York-Newark-Jersey City,Passaic County,5360,200722.2222,206736.3636,220100,238908.3333,258716.6667,288983.3333,333308.3333,382291.6667,422841.6667,470375,516116.6667,509941.6667,482700,433941.6667,413691.6667,386050,374325,379158.3333,384058.3333,381391.6667,392236.3636,404400,434075,443200
38092,Crownsville,MD,Baltimore-Columbia-Towson,Anne Arundel County,5361,182633.3333,184763.6364,189216.6667,198908.3333,213550,237116.6667,271575,324450,389733.3333,466600,498850,482758.3333,445316.6667,402400,381000,371375,386016.6667,391958.3333,396600,397508.3333,426618.1818,441033.3333,453658.3333,463862.5
125262,Medulla,FL,Lakeland-Winter Haven,Polk County,5362,72711.11111,77327.27273,78158.33333,80258.33333,88475,99133.33333,110900,131716.6667,146033.3333,174066.6667,204425,204841.6667,179516.6667,155058.3333,142108.3333,129075,129716.6667,143583.3333,157858.3333,168325,175609.0909,184691.6667,197391.6667,207000
3752,Boonton,NJ,New York-Newark-Jersey City,Morris County,5363,177933.3333,179309.0909,183583.3333,194833.3333,216533.3333,245725,279300,318000,366475,401175,428033.3333,428708.3333,408091.6667,382683.3333,367608.3333,342516.6667,326050,339783.3333,337441.6667,344083.3333,351381.8182,369933.3333,387816.6667,391212.5
19456,Mooresboro,NC,Forest City,Rutherford County,5364,52077.77778,55890.90909,62158.33333,66958.33333,67725,68283.33333,68975,67716.66667,78608.33333,77541.66667,81700,86550,82150,79308.33333,76250,71041.66667,69566.66667,70591.66667,71491.66667,72858.33333,74009.09091,78183.33333,87233.33333,92187.5
5213,Hornell,NY,Corning,Steuben County,5365,31077.77778,33136.36364,34116.66667,33841.66667,33575,34466.66667,35925,37641.66667,41558.33333,43641.66667,46791.66667,49808.33333,50558.33333,50516.66667,50566.66667,51216.66667,52366.66667,53575,51916.66667,43625,44481.81818,49500,54950,55175
8351,Colonial Beach,VA,,Westmoreland County,5366,86566.66667,90990.90909,99683.33333,109808.3333,115891.6667,115800,115916.6667,133166.6667,152216.6667,184741.6667,209783.3333,204941.6667,196508.3333,178883.3333,167891.6667,164683.3333,164091.6667,163175,165983.3333,167008.3333,169381.8182,177200,179758.3333,189637.5
27834,Wellston,OH,Jackson,Jackson County,5367,35622.22222,36263.63636,39250,44775,48058.33333,50033.33333,53391.66667,55733.33333,55291.66667,58425,63808.33333,61150,60691.66667,58641.66667,60866.66667,60000,54891.66667,59066.66667,57950,59033.33333,60054.54545,59958.33333,63441.66667,63362.5
396313,Pine Grove,PA,Pottsville,Schuylkill County,5368,76555.55556,76881.81818,78108.33333,79950,83366.66667,86516.66667,89366.66667,96108.33333,102441.6667,97841.66667,108150,117350,124575,119291.6667,116158.3333,106125,111641.6667,117491.6667,122125,127008.3333,128590.9091,131933.3333,129441.6667,130350
6847,Rotonda West,FL,Punta Gorda,Charlotte County,5369,51000,53300,60991.66667,71516.66667,82283.33333,99066.66667,126375,143758.3333,191866.6667,276033.3333,307575,259875,203191.6667,168625,158541.6667,150408.3333,149725,149000,158508.3333,178316.6667,219354.5455,240291.6667,251083.3333,257200
47656,Sheffield,AL,Florence-Muscle Shoals,Colbert County,5370,34844.44444,36318.18182,33825,36208.33333,41066.66667,44266.66667,47625,52833.33333,56333.33333,62783.33333,70891.66667,75900,67633.33333,66650,59741.66667,61991.66667,63483.33333,69333.33333,63216.66667,59650,59845.45455,62166.66667,66166.66667,66062.5
16873,Baldwyn,MS,,Prentiss County,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92458.33333,93075,89658.33333,83958.33333,89336.36364,87075,91633.33333,92650
31983,Hayesville,NC,,Clay County,5372,57833.33333,60218.18182,71675,84500,89666.66667,95783.33333,104025,107183.3333,108716.6667,145016.6667,166808.3333,180183.3333,186341.6667,182466.6667,157466.6667,124891.6667,124358.3333,131375,136608.3333,139433.3333,146000,148316.6667,164541.6667,171250
9553,Mendota,CA,Fresno,Fresno County,5373,71566.66667,74990.90909,77908.33333,81141.66667,85466.66667,91158.33333,97708.33333,100608.3333,114550,149966.6667,185816.6667,199175,161058.3333,117116.6667,92750,82133.33333,86875,103050,111400,126966.6667,134772.7273,143258.3333,161075,177262.5
23662,Bellport,NY,New York-Newark-Jersey City,Suffolk County,5374,112633.3333,115900,122850,134983.3333,146716.6667,167341.6667,203941.6667,247333.3333,294266.6667,327583.3333,333716.6667,334800,310133.3333,276900,267141.6667,233700,207708.3333,224400,232808.3333,247300,270727.2727,289058.3333,297433.3333,311762.5
52988,Litchfield,NH,Manchester-Nashua,Hillsborough County,5375,127477.7778,128927.2727,135425,150108.3333,174883.3333,208250,242658.3333,268266.6667,286391.6667,305316.6667,311250,300241.6667,276025,258775,249433.3333,244675,240475,249525,264341.6667,277900,287590.9091,311783.3333,326858.3333,337912.5
18056,Fairfield,TX,,Freestone County,5376,70222.22222,72954.54545,77925,82641.66667,86258.33333,87500,88900,92508.33333,99675,90258.33333,86533.33333,91008.33333,93083.33333,92825,92083.33333,91150,91908.33333,94433.33333,101166.6667,105841.6667,113281.8182,120725,122075,121375
25197,Howard City,MI,Grand Rapids-Wyoming,Montcalm County,5377,34011.11111,36581.81818,46825,63641.66667,72741.66667,76583.33333,80708.33333,83516.66667,88258.33333,92925,97041.66667,91916.66667,83983.33333,76691.66667,71441.66667,72641.66667,75425,71500,77316.66667,79775,91372.72727,104608.3333,114541.6667,121525
18815,Kenilworth,NJ,New York-Newark-Jersey City,Union County,5378,154544.4444,156763.6364,162766.6667,172550,188325,213141.6667,244900,278533.3333,322433.3333,387608.3333,415250,401058.3333,377358.3333,337816.6667,336875,307341.6667,290783.3333,321483.3333,322033.3333,311033.3333,323990.9091,345883.3333,356233.3333,369725
37970,Colorado City,TX,,Mitchell County,5379,45822.22222,47527.27273,52191.66667,56375,57533.33333,56533.33333,56441.66667,58500,60450,55466.66667,52466.66667,53900,53025,51750,50991.66667,49683.33333,48491.66667,53150,56191.66667,57250,61800,66891.66667,69258.33333,70525
52995,Little Chute,WI,Appleton,Outagamie County,5380,98122.22222,95254.54545,96633.33333,100016.6667,101050,105525,117183.3333,124700,122458.3333,123366.6667,126666.6667,127675,125458.3333,125033.3333,126466.6667,120975,118016.6667,120141.6667,121483.3333,123550,132272.7273,140633.3333,145108.3333,157525
32032,Highland Heights,OH,Cleveland-Elyria,Cuyahoga County,5381,196788.8889,205954.5455,221758.3333,232175,234625,238383.3333,246158.3333,259308.3333,269075,271166.6667,271791.6667,271575,237966.6667,223008.3333,224108.3333,213416.6667,206041.6667,208450,212833.3333,223166.6667,232754.5455,241200,258450,259925
36073,North Middleton,PA,Harrisburg-Carlisle,Cumberland County,5382,100522.2222,104481.8182,112466.6667,117025,116633.3333,117016.6667,125075,135558.3333,145750,158325,172225,180908.3333,179716.6667,180341.6667,176991.6667,172008.3333,168725,171066.6667,172250,170383.3333,178945.4545,185291.6667,196558.3333,197875
397588,Pawling,NY,New York-Newark-Jersey City,Dutchess County,5383,159011.1111,160890.9091,162608.3333,169675,184775,213416.6667,255533.3333,291175,320000,348400,359850,359233.3333,325158.3333,301358.3333,288008.3333,257075,235775,224833.3333,232266.6667,249283.3333,250636.3636,252800,276758.3333,294487.5
399087,Schuylkill,PA,Philadelphia-Camden-Wilmington,Chester County,5384,226811.1111,230100,230775,237433.3333,251925,270975,302008.3333,333408.3333,375533.3333,402558.3333,430425,429750,421275,405025,386066.6667,375058.3333,364591.6667,374391.6667,388658.3333,403758.3333,407945.4545,424883.3333,431716.6667,442600
50791,Atlantic,IA,,Cass County,5385,52711.11111,54600,56191.66667,58533.33333,61858.33333,64766.66667,66275,69100,69925,77741.66667,79608.33333,79033.33333,77066.66667,75825,77725,80283.33333,80500,84258.33333,85616.66667,87908.33333,88918.18182,91791.66667,95691.66667,97950
9540,Spring Grove,IL,Chicago-Naperville-Elgin,McHenry County,5386,188600,195190.9091,206641.6667,208033.3333,213158.3333,226941.6667,238141.6667,255208.3333,277958.3333,305966.6667,323308.3333,323041.6667,305875,263483.3333,246000,228116.6667,209783.3333,225750,229875,236541.6667,242000,248791.6667,269858.3333,271787.5
41948,Bradley,IL,Kankakee,Kankakee County,5387,78644.44444,84600,92258.33333,98991.66667,108250,113566.6667,108616.6667,105850,99750,114175,118333.3333,123350,119516.6667,113058.3333,110558.3333,105966.6667,121658.3333,102300,103416.6667,94216.66667,89518.18182,90275,96575,102562.5
19682,North Tazewell,VA,Bluefield,Tazewell County,5388,46611.11111,50218.18182,57175,63625,68058.33333,71175,74400,78350,80483.33333,73416.66667,74683.33333,73841.66667,79183.33333,81675,80808.33333,76350,75866.66667,77091.66667,80450,76175,78209.09091,82550,82950,86512.5
397334,Alden,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,5389,87344.44444,87727.27273,86250,83833.33333,82441.66667,91650,107158.3333,110558.3333,112225,128825,134000,131466.6667,132483.3333,133241.6667,134925,131391.6667,137583.3333,143791.6667,148691.6667,150425,150781.8182,169183.3333,170350,179575
44117,Bellmead,TX,Waco,McLennan County,5390,50377.77778,53336.36364,56125,58725,60475,61783.33333,63758.33333,66950,70891.66667,63566.66667,60758.33333,65108.33333,60900,60133.33333,60325,59116.66667,59208.33333,58416.66667,58683.33333,68591.66667,67818.18182,75466.66667,76966.66667,80687.5
3304,Absecon,NJ,Atlantic City-Hammonton,Atlantic County,5391,101055.5556,105245.4545,109875,113150,116550,124241.6667,136566.6667,157058.3333,187225,227400,259308.3333,257333.3333,230316.6667,208158.3333,179441.6667,165875,164233.3333,162366.6667,165550,148075,145509.0909,145016.6667,154683.3333,163525
26239,Oak Grove,MN,Minneapolis-St. Paul-Bloomington,Anoka County,5392,103411.1111,110645.4545,118708.3333,134100,154908.3333,174000,193066.6667,211750,243033.3333,270608.3333,277733.3333,261275,231008.3333,211516.6667,203250,188275,191733.3333,210358.3333,225483.3333,237791.6667,254363.6364,269508.3333,285133.3333,297912.5
37299,Bath,ME,Portland-South Portland,Sagadahoc County,5393,0,0,0,0,0,0,0,0,0,0,171933.3333,170400,162791.6667,140991.6667,143908.3333,142733.3333,141358.3333,146283.3333,150858.3333,153800,156200,163016.6667,179633.3333,185862.5
396736,Newfane,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,5394,66633.33333,68090.90909,69475,71600,75766.66667,78875,80675,83025,86133.33333,87125,87458.33333,87966.66667,90000,90283.33333,90175,89383.33333,93133.33333,91700,103008.3333,101275,105954.5455,117691.6667,131058.3333,134425
24354,Delphi,IN,Lafayette-West Lafayette,Carroll County,5395,52255.55556,59700,66208.33333,71091.66667,75458.33333,79883.33333,82683.33333,84250,85925,88783.33333,90425,91691.66667,91516.66667,86675,82666.66667,78633.33333,76150,74700,71908.33333,78325,84400,90650,104658.3333,114912.5
42954,White Cloud,MI,,Newaygo County,5396,21533.33333,28209.09091,35908.33333,42025,47000,48600,49541.66667,50325,54558.33333,64233.33333,66808.33333,60008.33333,55475,54066.66667,52441.66667,51925,52475,52666.66667,49866.66667,47175,48763.63636,54766.66667,63725,65900
54561,Stewartville,MN,Rochester,Olmsted County,5397,86000,91845.45455,97933.33333,107483.3333,121466.6667,133016.6667,138383.3333,140500,151350,156658.3333,161358.3333,162558.3333,158566.6667,155041.6667,148941.6667,147750,146400,153550,157541.6667,165433.3333,176009.0909,189850,206225,217837.5
42158,Kennedale,TX,Dallas-Fort Worth-Arlington,Tarrant County,5398,140077.7778,138290.9091,137808.3333,140800,146025,149466.6667,152550,154700,162391.6667,171325,172841.6667,170783.3333,165333.3333,169791.6667,169625,161775,157550,169275,184950,193125,207890.9091,230033.3333,247833.3333,258725
44323,Broadview,IL,Chicago-Naperville-Elgin,Cook County,5399,107233.3333,102890.9091,107758.3333,119400,129025,137666.6667,147058.3333,155700,166700,180716.6667,195433.3333,204266.6667,191475,155166.6667,145775,124941.6667,109483.3333,104066.6667,118583.3333,130733.3333,138509.0909,154800,165183.3333,178675
12172,Kempner,TX,Killeen-Temple,Lampasas County,5400,106877.7778,108254.5455,116675,130141.6667,137366.6667,134750,132025,133483.3333,139100,152158.3333,148650,148358.3333,147658.3333,147308.3333,147966.6667,149991.6667,149016.6667,153725,162841.6667,173333.3333,186409.0909,195125,207000,221337.5
37807,Center Line,MI,Detroit-Warren-Dearborn,Macomb County,5401,79511.11111,85390.90909,89708.33333,95841.66667,105766.6667,112841.6667,116466.6667,115725,124308.3333,126775,120466.6667,109525,90700,61400,52000,43925,42258.33333,45433.33333,56416.66667,63666.66667,72790.90909,80366.66667,96241.66667,109050
11483,Fort Atkinson,WI,Watertown-Fort Atkinson,Jefferson County,5402,105100,105000,112875,113783.3333,118541.6667,130325,131225,123458.3333,134708.3333,138391.6667,148766.6667,150175,145766.6667,139150,136850,127783.3333,127641.6667,131841.6667,134800,136058.3333,139118.1818,150666.6667,155066.6667,162925
248376,West Gate,VA,Washington-Arlington-Alexandria,Prince William County,5403,113066.6667,114790.9091,117058.3333,122516.6667,134508.3333,156508.3333,182250,204741.6667,260650,340275,352025,319558.3333,227208.3333,160875,171616.6667,182800,188916.6667,228558.3333,246400,256466.6667,265736.3636,274500,287358.3333,293975
43328,Upper Saddle River,NJ,New York-Newark-Jersey City,Bergen County,5404,413777.7778,425500,457016.6667,513441.6667,580016.6667,643850,699350,789933.3333,871916.6667,924941.6667,1038100,994608.3333,942366.6667,848366.6667,825233.3333,820525,783983.3333,800041.6667,809633.3333,798300,802072.7273,861191.6667,843333.3333,817700
29290,San Diego,TX,,Duval County,5405,52166.66667,51790.90909,54125,56741.66667,58266.66667,58683.33333,60133.33333,60775,63208.33333,63075,61808.33333,63958.33333,64225,60366.66667,60116.66667,58408.33333,58491.66667,60083.33333,60766.66667,58133.33333,59854.54545,64233.33333,66700,66937.5
124342,Fairview Shores,FL,Orlando-Kissimmee-Sanford,Orange County,5406,69111.11111,69809.09091,73408.33333,79241.66667,86033.33333,93041.66667,102966.6667,117266.6667,138691.6667,177941.6667,214691.6667,213433.3333,172591.6667,125558.3333,97158.33333,86133.33333,84291.66667,98025,117566.6667,118350,149772.7273,177766.6667,200408.3333,213937.5
47029,Pauls Valley,OK,,Garvin County,5407,30533.33333,32927.27273,36350,38108.33333,39850,41875,43291.66667,44175,45625,46708.33333,49258.33333,50600,50016.66667,50241.66667,49150,48700,48025,48241.66667,47958.33333,48433.33333,54245.45455,57433.33333,59800,60450
6839,Roslyn Heights,NY,New York-Newark-Jersey City,Nassau County,5408,292100,304845.4545,332816.6667,375133.3333,424808.3333,477075,535716.6667,598391.6667,660041.6667,745266.6667,777183.3333,728258.3333,673741.6667,622041.6667,608516.6667,586475,598600,644133.3333,699958.3333,731366.6667,755618.1818,808475,861591.6667,849675
10760,Center Moriches,NY,New York-Newark-Jersey City,Suffolk County,5409,124877.7778,131172.7273,133983.3333,143675,166750,197816.6667,245375,306925,363075,413575,420683.3333,412008.3333,369925,324625,319300,300475,300008.3333,300233.3333,296208.3333,313816.6667,329854.5455,334125,355875,377412.5
25968,Montvale,NJ,New York-Newark-Jersey City,Bergen County,5410,259600,267054.5455,283091.6667,310633.3333,345800,379966.6667,413933.3333,462258.3333,542816.6667,614858.3333,625408.3333,599175,582166.6667,551250,532175,504133.3333,496783.3333,522925,524991.6667,506775,530163.6364,556866.6667,575283.3333,566750
38476,Fairless Hills,PA,Philadelphia-Camden-Wilmington,Bucks County,5411,108477.7778,110372.7273,112658.3333,115233.3333,120650,131933.3333,149758.3333,166958.3333,186550,222208.3333,234250,238933.3333,234316.6667,219950,218125,207975,194508.3333,198900,205608.3333,215475,212481.8182,221283.3333,240350,248612.5
48032,Trenton,GA,Chattanooga,Dade County,5412,48666.66667,57090.90909,67625,71925,73833.33333,79508.33333,85650,88225,90166.66667,97116.66667,100700,103416.6667,105633.3333,103191.6667,103516.6667,89933.33333,89125,94700,98391.66667,104541.6667,108572.7273,118875,126200,136750
26260,Oceano,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,5413,124844.4444,128009.0909,139741.6667,156908.3333,177466.6667,200741.6667,240766.6667,302950,374233.3333,460033.3333,458708.3333,414558.3333,368200,303083.3333,287891.6667,256858.3333,245158.3333,281325,344358.3333,356883.3333,391554.5455,425000,447741.6667,472800
20902,Upper Makefield,PA,Philadelphia-Camden-Wilmington,Bucks County,5414,291111.1111,290672.7273,300950,328250,357883.3333,390325,434525,487291.6667,543858.3333,605858.3333,665108.3333,679308.3333,652066.6667,594008.3333,569841.6667,553558.3333,548083.3333,561266.6667,564775,601758.3333,611727.2727,630750,657883.3333,660437.5
5266,Incline Village,NV,Reno,Washoe County,5415,298600,310063.6364,303400,321608.3333,378908.3333,461858.3333,522400,564491.6667,662775,778783.3333,789441.6667,769266.6667,690866.6667,604483.3333,578483.3333,514925,509008.3333,555483.3333,610900,655950,697954.5455,749891.6667,801508.3333,841762.5
